2012,a002,Arsenal,1,Manuel Almunia,ESP,G,1.91,86,16-05-77,Pamplona
2012,a002,Arsenal,2,Abou Diaby,FRA,M,1.88,75,11-05-86,Paris
2012,a002,Arsenal,3,Bacary Sagna,FRA,D,1.76,72,14-02-83,Sens
2012,a002,Arsenal,4,Per Mertesacker,GER,D,1.98,90,29-09-84,Hannover
2012,a002,Arsenal,5,Thomas Vermaelen,BEL,D,1.82,75,14-11-85,Kapellen
2012,a002,Arsenal,6,Laurent Koscielny,FRA,D,1.86,75,10-09-85,Tulle
2012,a002,Arsenal,7,Tomáš Rosický,CZE,M,1.78,67,04-10-80,Prague
2012,a002,Arsenal,8,Mikel Arteta,ESP,M,1.75,69,26-03-82,San Sebastián
2012,a002,Arsenal,9,Park Chu-Young,KOR,F,1.82,75,10-07-85,Daegu
2012,a002,Arsenal,10,Robin van Persie,NED,F,1.83,71,06-08-83,Rotterdam
2012,a002,Arsenal,11,André Santos,BRA,D,1.79,76,08-03-83,São Paulo
2012,a002,Arsenal,13,Wojciech Szczęsny,POL,G,1.95,84,18-04-90,Warsaw
2012,a002,Arsenal,14,Theo Walcott,ENG,F,1.75,68,16-03-89,Stanmore
2012,a002,Arsenal,15,Alex Oxlade-Chamberlain,ENG,M,1.8,70,15-08-93,Portsmouth
2012,a002,Arsenal,16,Aaron Ramsey,WAL,M,1.78,76,26-12-90,Caerphilly
2012,a002,Arsenal,17,Alexandre Song,CMR,M,1.84,76,09-09-87,Douala
2012,a002,Arsenal,18,Sébastien Squillaci,FRA,D,1.84,76,11-08-80,Toulon
2012,a002,Arsenal,19,Jack Wilshere,ENG,M,1.7,65,01-01-92,Stevenage
2012,a002,Arsenal,20,Johan Djourou,SUI,D,1.91,83,18-01-87,Abidjan
2012,a002,Arsenal,21,Łukasz Fabiański,POL,G,1.9,84,18-04-85,Kostrzyn nad Odrą
2012,a002,Arsenal,25,Carl Jenkinson,ENG,D,1.85,77,08-02-92,Buckhurst Hill
2012,a002,Arsenal,27,"Kouassi Gervais ""Gervinho"" Yao",CIV,F,1.79,68,27-05-87,Anyama
2012,a002,Arsenal,28,Kieran Gibbs,ENG,D,1.8,70,26-09-89,Lambeth
2012,a002,Arsenal,29,Marouane Chamakh,MAR,F,1.85,70,10-01-84,Tonnens
2012,a002,Arsenal,30,Yossi Benayoun,ISR,M,1.78,70,05-05-80,Beersheba
2012,a002,Arsenal,33,Benik Afobe,ENG,F,1.79,70,12-02-93,Leyton
2012,a002,Arsenal,35,Zak Ansah,ENG,F,1.79,70,04-05-94,Sidcup
2012,a002,Arsenal,38,George Brislen-Hall,ENG,D,1.7,65,24-12-92,Harlow
2012,a002,Arsenal,39,Francis Coquelin,FRA,M,1.78,73,13-05-91,Laval
2012,a002,Arsenal,40,Craig Eastmond,ENG,D,1.83,75,09-12-90,Wandsworth
2012,a002,Arsenal,43,Sead Hajrovic,SUI,D,1.83,80,04-06-93,Brugg
2012,a002,Arsenal,44,Conor Henderson,IRL,M,1.85,76,08-09-91,Sidcup
2012,a002,Arsenal,45,Gavin Hoyte,ENG,D,1.8,70,06-06-90,Waltham Forest
2012,a002,Arsenal,47,Sean McDermott,IRL,G,1.83,77,30-05-93,Kristiansand
2012,a002,Arsenal,48,Jernade Meade,ENG,M,1.73,74,25-10-92,Luton
2012,a002,Arsenal,49,Ignasi Miquel,ESP,D,1.93,85,28-09-92,Barcelona
2012,a002,Arsenal,51,Nigel Neita,ENG,F,1.81,75,23-12-93,Southwark
2012,a002,Arsenal,53,Oğuzhan Özyakup,TUR,M,1.78,71,23-09-92,Zaandam
2012,a002,Arsenal,56,Nico Yennaris,ENG,D,1.7,65,23-05-93,Leytonstone
2012,a002,Arsenal,57,Martin Angha,SUI,D,1.88,81,22-01-94,Zürich
2012,a002,Arsenal,58,Kyle Ebecilio,NED,M,1.8,77,17-02-94,Rotterdam
2012,a002,Arsenal,59,Emiliano Martínez,ARG,G,1.93,85,02-09-92,Mar del Plata
2012,a002,Arsenal,60,Elton Monteiro,SUI,D,1.92,85,22-02-94,Sion
2012,a002,Arsenal,61,Josh Rees,ENG,M,1.75,70,04-10-93,Hemel Hempstead
2012,a002,Arsenal,62,James Shea,ENG,G,1.8,76,16-06-91,Islington
2012,a002,Arsenal,4,Cesc Fàbregas,ESP,M,1.77,69,04-05-87,Arenys de Mar
2012,a002,Arsenal,11,Carlos Vela,MEX,F,1.76,72,01-03-89,Cancún
2012,a002,Arsenal,8,Samir Nasri,FRA,M,1.77,75,26-06-87,Marseille
2012,a002,Arsenal,30,Armand Traoré,SEN,D,1.85,82,08-10-89,Paris
2012,a002,Arsenal,46,Henri Lansbury,ENG,M,1.83,85,12-10-90,Enfield
2012,a002,Arsenal,54,Gilles Sunu,FRA,F,1.8,70,30-03-91,Châteauroux
2012,a002,Arsenal,52,Nicklas Bendtner,DEN,F,1.92,83,16-01-88,Copenhagen
2012,a002,Arsenal,26,Emmanuel Frimpong,GHA,M,1.83,83,10-01-92,Accra
2012,a002,Arsenal,24,Vito Mannone,ITA,G,1.94,73,02-03-88,Desio
2012,a002,Arsenal,41,Luke Freeman,ENG,F,1.83,64,22-03-92,Dartford
2012,a002,Arsenal,34,Chuks Aneke,ENG,M,1.91,83,03-07-93,Newham
2012,a002,Arsenal,37,Daniel Boateng,ENG,D,1.83,78,02-09-92,Enfield
2012,a002,Arsenal,55,Sanchez Watt,ENG,M,1.8,76,14-02-91,Hackney
2012,a002,Arsenal,50,Rhys Murphy,IRL,F,1.86,76,06-11-90,Shoreham-by-Sea
2012,a002,Arsenal,31,Ryo Miyaichi,JPN,F,1.83,71,14-12-92,Okazaki
2012,a002,Arsenal,12,Thierry Henry,FRA,F,1.88,83,17-08-77,Les Ulis
2012,a002,Arsenal,23,Andrey Arshavin,RUS,M,1.72,71,29-05-81,St. Petersburg
2012,a002,Aston Villa,1,Shay Given,IRL,G,1.88,84,20-04-76,Lifford
2012,a002,Aston Villa,2,Alan Hutton,SCO,D,1.85,72,30-11-84,Glasgow
2012,a002,Aston Villa,3,Stephen Warnock,ENG,D,1.78,75,12-12-81,Ormskirk
2012,a002,Aston Villa,5,Richard Dunne,IRL,D,1.88,95,21-09-79,Dublin
2012,a002,Aston Villa,6,James Collins,WAL,D,1.88,90,23-08-83,Newport
2012,a002,Aston Villa,7,Stephen Ireland,IRL,M,1.75,68,22-08-86,Cork
2012,a002,Aston Villa,8,Jermaine Jenas,ENG,M,1.77,76,18-02-83,Nottingham
2012,a002,Aston Villa,9,Darren Bent,ENG,F,1.8,73,06-02-84,Tooting
2012,a002,Aston Villa,10,Charles N'Zogbia,FRA,M,1.7,70,28-05-86,Harfleur
2012,a002,Aston Villa,11,Gabriel Agbonlahor,ENG,F,1.8,79,13-10-86,Birmingham
2012,a002,Aston Villa,12,Marc Albrighton,ENG,M,1.75,67,18-11-89,Tamworth
2012,a002,Aston Villa,14,Nathan Delfouneso,ENG,F,1.86,78,02-02-91,Birmingham
2012,a002,Aston Villa,16,Fabian Delph,ENG,M,1.74,60,21-11-89,Bradford
2012,a002,Aston Villa,18,Emile Heskey,ENG,F,1.88,88,11-01-78,Leicester
2012,a002,Aston Villa,19,Stiliyan Petrov,BUL,M,1.8,77,05-07-79,Montana
2012,a002,Aston Villa,21,Ciaran Clark,IRL,D,1.88,76,26-09-89,Harrow
2012,a002,Aston Villa,22,Brad Guzan,USA,G,1.93,94,09-09-84,Home Glen
2012,a002,Aston Villa,24,Carlos Cuéllar,ESP,D,1.9,84,23-08-81,Madrid
2012,a002,Aston Villa,25,Barry Bannan,SCO,M,1.7,60,01-12-89,Glasgow
2012,a002,Aston Villa,26,Andreas Weimann,AUT,F,1.88,76,05-08-91,Vienna
2012,a002,Aston Villa,29,Enda Stevens,IRL,D,1.83,78,09-07-90,Dublin
2012,a002,Aston Villa,30,Eric Lichaj,USA,D,1.8,79,17-11-88,Downers Grove
2012,a002,Aston Villa,31,Chris Herd,AUS,M,1.73,76,04-04-89,Perth [AUS]
2012,a002,Aston Villa,32,Nathan Baker,ENG,D,1.91,80,23-04-91,Worcester
2012,a002,Aston Villa,33,Andy Marshall,ENG,G,1.88,86,14-04-75,Bury St Edmunds
2012,a002,Aston Villa,35,Daniel Johnson,ENG,M,1.74,67,08-10-92,Kingston
2012,a002,Aston Villa,36,Graham Burke,IRL,F,1.8,75,21-09-93,Dublin
2012,a002,Aston Villa,37,Derrick Williams,IRL,D,1.8,75,17-01-93,Waterford
2012,a002,Aston Villa,38,Gary Gardner,ENG,M,1.88,82,29-06-92,Solihull
2012,a002,Aston Villa,40,Samir Carruthers,IRL,M,1.73,70,04-04-93,Islington
2012,a002,Aston Villa,41,Jack Grealish,IRL,M,1.75,68,10-09-95,Birmingham
2012,a002,Aston Villa,2,Luke Young,ENG,D,1.83,78,19-07-79,Harlow
2012,a002,Aston Villa,28,Jonathan Hogg,ENG,M,1.7,67,06-12-88,Middlesbrough
2012,a002,Aston Villa,17,Jean II Makoun,CMR,M,1.73,69,29-05-83,Yaoundé
2012,a002,Aston Villa,43,Elliott Parish,ENG,G,1.88,83,20-05-90,Northampton
2012,a002,Aston Villa,34,Shane Lowry,AUS,D,1.85,88,12-06-89,Perth [AUS]
2012,a002,Aston Villa,23,Habib Beye,SEN,D,1.82,79,19-10-77,Suresnes
2012,a002,Aston Villa,20,Robbie Keane,IRL,F,1.76,72,08-07-80,Tallaght
2012,a002,Blackburn Rovers,1,Paul Robinson,ENG,G,1.93,90,15-10-79,Beverley
2012,a002,Blackburn Rovers,2,Michel Salgado,ESP,D,1.74,75,22-10-75,As Neves
2012,a002,Blackburn Rovers,3,Martin Olsson,SWE,D,1.78,81,17-05-88,Gävle
2012,a002,Blackburn Rovers,5,Gaël Givet,FRA,D,1.81,75,09-10-81,Arles
2012,a002,Blackburn Rovers,8,David Dunn,ENG,M,1.75,78,27-12-79,Blackburn
2012,a002,Blackburn Rovers,9,Anthony Modeste,FRA,F,1.86,73,14-04-88,Cannes
2012,a002,Blackburn Rovers,10,Mauro Formica,ARG,M,1.76,64,04-04-88,Rosario
2012,a002,Blackburn Rovers,11,Vince Grella,AUS,M,1.82,79,05-10-79,Melbourne
2012,a002,Blackburn Rovers,12,Morten Gamst Pedersen,NOR,M,1.83,74,08-09-81,Vadsø
2012,a002,Blackburn Rovers,13,Mark Bunn,ENG,G,1.83,77,16-11-84,Southgate
2012,a002,Blackburn Rovers,14,Radosav Petrović,SRB,M,1.93,83,08-03-89,Ub
2012,a002,Blackburn Rovers,15,Steven N'Zonzi,FRA,M,1.9,75,15-12-88,Colombes
2012,a002,Blackburn Rovers,16,Scott Dann,ENG,D,1.88,76,14-02-87,Liverpool
2012,a002,Blackburn Rovers,18,Bradley Orr,ENG,D,1.83,75,01-11-82,Liverpool
2012,a002,Blackburn Rovers,19,Jordan Slew,ENG,F,1.9,81,07-09-92,Sheffield
2012,a002,Blackburn Rovers,20,Rubén Rochina,ESP,F,1.81,70,23-03-91,Sagunto
2012,a002,Blackburn Rovers,21,Marcus Olsson,SWE,M,1.8,68,17-05-88,Gävle
2012,a002,Blackburn Rovers,22,Nick Blackman,ENG,F,1.88,74,11-11-89,Whitefield
2012,a002,Blackburn Rovers,23,Junior Hoilett,CAN,M,1.73,70,05-06-90,Brampton
2012,a002,Blackburn Rovers,24,Yakubu Aiyegbeni,NGA,F,1.83,83,22-11-82,Benin City
2012,a002,Blackburn Rovers,25,David Goodwillie,SCO,F,1.75,71,28-03-89,Stirling
2012,a002,Blackburn Rovers,26,Hérold Goulon,FRA,M,1.9,85,12-06-88,Paris
2012,a002,Blackburn Rovers,29,Simon Vukčević,MNE,M,1.79,77,29-01-86,Podgorica
2012,a002,Blackburn Rovers,30,Anthony O'Connor,IRL,D,1.88,80,25-10-92,Cork
2012,a002,Blackburn Rovers,31,Grant Hanley,SCO,D,1.88,76,20-11-91,Dumfries
2012,a002,Blackburn Rovers,32,Bruno Ribeiro,BRA,D,1.71,67,01-04-83,São Paulo
2012,a002,Blackburn Rovers,33,Josh Morris,ENG,D,1.8,70,30-09-91,Preston
2012,a002,Blackburn Rovers,34,Jake Kean,ENG,G,1.93,76,04-02-91,Derby
2012,a002,Blackburn Rovers,35,Jason Lowe,ENG,M,1.83,80,02-09-91,Wigan
2012,a002,Blackburn Rovers,36,Amine Linganzi,ALG,M,1.86,81,16-11-89,Algiers
